itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
275280,2,KODEX MSCI모멘텀,13035,5,-100,-0.76,13070.0,20.2288,1326,17,78
460280,2,KOSEF Fn유전자혁신기술,10375,3,0,0.0,10374.0,,2325,23,78
322120,2,ACE 스마트퀄리티,15545,5,-55,-0.35,15562.0,6.9592,142,2,78
461910,4,ARIRANG 미국테크10레버리지iSelect(합성),10360,5,-125,-1.19,10450.0,,228073,2348,78
459750,4,KBSTAR 글로벌주식분산액티브,10350,2,40,0.39,10344.0,,5890,60,78
456100,6,HANARO 유로존국채25년플러스(합성 H),48270,5,-915,-1.86,48379.0,,18,0,77
432840,4,HANARO 미국S&P500,11030,2,10,0.09,11142.0,6.2988,117,1,77
435540,7,히어로즈 TDF2040액티브,10990,3,0,0.0,10991.0,2.1375,34,0,77
404470,2,HANARO KRX기후변화솔루션,13955,5,-40,-0.29,13968.0,14.3382,43,0,77
139320,5,TIGER 금은선물(H),9585,5,-125,-1.29,9587.0,-2.9486,385,3,77
415760,4,SOL 차이나육성산업액티브(합성),6970,2,40,0.58,7054.0,-14.4445,275,1,77
461900,4,ARIRANG 미국테크10iSelect,10215,2,70,0.69,10236.0,,773,7,77
337120,2,KODEX Fn멀티팩터,12710,5,-95,-0.74,12743.0,7.3344,2,0,76
454320,2,HANARO CAPEX설비투자iSelect,12650,2,450,3.69,12678.0,18.5041,118841,1486,76
459790,4,히어로즈 미국성장기업30액티브,10110,5,-100,-0.98,10314.0,,6,0,76
364690,1,KODEX 혁신기술테마액티브,12605,5,-25,-0.2,12621.0,8.412,21,0,76
138920,5,KODEX 콩선물(H),15090,2,145,0.97,15083.0,7.6729,198,2,75
289250,2,TIGER MSCI KOREA ESG유니버설,10440,5,-70,-0.67,10445.0,8.7766,2,0,75
413220,4,SOL 차이나태양광CSI(합성),6260,5,-10,-0.16,6296.0,-16.4,147,0,75
435530,7,히어로즈 TDF2030액티브,10685,2,5,0.05,10686.0,0.8974,136,1,75
464060,4,HANARO 글로벌반도체TOP10 SOLACTIVE,9955,2,5,0.05,10109.0,,3774,37,75
432600,6,KBSTAR 국채선물3년,51655,2,45,0.09,51583.0,-0.5397,1,0,74
304670,6,KODEX 미국채울트라30년선물인버스(H),10590,2,145,1.39,10595.0,5.5583,469,4,74
322130,2,ACE 스마트로우볼,14770,5,-115,-0.77,14790.0,5.9053,26,0,74
402460,2,HANARO Fn K-메타버스MZ,7765,5,-30,-0.38,7778.0,2.7009,443,3,74
261110,7,TIGER 미국달러선물레버리지,12260,2,125,1.03,12290.0,-7.7888,1340,16,74
352540,7,KODEX TSE일본리츠(H),12225,2,15,0.12,12269.0,0.6595,621,7,73
456200,6,ARIRANG 미국달러SOFR금리액티브(합성),48825,2,505,1.05,48772.0,,4,0,73
277650,2,TIGER 코스피중형주,14585,2,105,0.73,14592.0,4.7756,22,0,73
272220,2,ACE 스마트모멘텀,14525,5,-105,-0.72,14539.0,7.5339,22,0,73
290080,3,KBSTAR 200고배당커버드콜ATM,6895,5,-15,-0.22,6918.0,-5.2647,6285,43,72
234310,2,KBSTAR V&S셀렉트밸류,14395,5,-85,-0.59,14409.0,5.9641,53,0,72
333950,2,ARIRANG KS로우사이즈가중TR,15995,2,35,0.22,16037.0,5.8355,105,1,72
379790,4,KBSTAR 유로스탁스50(H),11985,5,-105,-0.87,12030.0,2.7187,409,4,72
450190,4,KODEX 한중반도체(합성),11985,2,115,0.97,11991.0,2.9934,618,7,72
237440,7,TIGER 경기방어채권혼합,8775,2,15,0.17,8777.0,-1.4624,3,0,70
371150,4,KBSTAR 차이나항셍테크,6340,2,20,0.32,6354.0,11.4638,1807,11,70
433250,1,UNICORN R&D 액티브,11530,5,-100,-0.86,11547.0,7.5855,14,0,69
307510,2,TIGER 의료기기,17250,5,-45,-0.26,17255.0,16.5038,1221,21,69
437370,4,KBSTAR 글로벌농업경제MV,9855,2,70,0.72,9860.0,-2.0521,507,4,69
227830,1,ARIRANG 코스피,27485,5,-65,-0.24,27537.0,6.309,138,3,69
411860,4,KOSEF 독일DAX,10485,5,-80,-0.76,10526.0,-1.271,120,1,68
269530,4,ARIRANG S&P글로벌인프라,13600,5,-110,-0.8,13615.0,-4.7586,53,0,68
454180,4,KOSEF 차이나내수소비TOP CSI,8990,2,85,0.95,9075.0,-6.2632,12694,114,67
219900,4,ACE 중국본토CSI300레버리지(합성),3050,5,-30,-0.97,3129.0,-17.8667,7409,22,67
322150,2,ACE 스마트하이베타,13390,5,-140,-1.03,13413.0,9.9553,12,0,67
333960,2,ARIRANG KS모멘텀가중TR,14595,2,5,0.03,14629.0,10.4884,105,1,66
367740,2,HANARO Fn5G산업,11930,5,-155,-1.28,11959.0,12.033,62,0,66
176950,6,KODEX 국채선물10년인버스,54670,3,0,0.0,54985.0,3.6299,0,0,66
304760,1,HANARO KRX300,16350,5,-35,-0.21,16343.0,8.5674,16,0,65
450120,2,KOSEF SK그룹대표주,11880,5,-70,-0.59,11879.0,16.3583,1379,16,65
275290,2,KODEX MSCI밸류,10830,5,-85,-0.78,10896.0,2.2961,2,0,65
192720,2,파워 고배당저변동성,27035,5,-60,-0.22,27117.0,-2.0427,26,0,65
189400,4,ARIRANG 글로벌MSCI(합성 H),16600,5,-185,-1.1,16626.0,8.3602,595,9,65
438900,2,HANARO Fn K-푸드,8630,5,-40,-0.46,8675.0,-10.6186,3868,33,65
410870,2,TIMEFOLIO K컬처액티브,9190,2,40,0.44,9216.0,18.5233,3095,28,64
445930,4,KOSEF 차이나A50커넥트레버리지MSCI(합성H),9880,3,0,0.0,9950.0,-3.5628,0,0,64
292770,6,KODEX 국채선물3년인버스,53495,3,0,0.0,53552.0,2.0215,0,0,64
159800,1,마이티 코스피100,26515,5,-265,-0.99,26584.0,7.2486,3,0,64
380340,2,ACE Fn5G플러스,9070,5,-135,-1.47,9068.0,31.6881,243,2,63
373490,2,KODEX K-이노베이션액티브,11490,5,-100,-0.86,11513.0,13.8506,464,5,63
117690,4,TIGER 차이나항셍25,14030,2,70,0.5,14101.0,-1.0281,729,10,63
413930,2,WOORI AI ESG액티브,8995,2,15,0.17,8978.0,7.5449,85,0,63
166400,3,TIGER 200커버드콜5%OTM,12545,5,-65,-0.52,12582.0,7.1185,1294,16,63
253280,2,KBSTAR 헬스케어,11340,5,-40,-0.35,11359.0,1.88,3869,43,62
279540,2,KODEX 최소변동성,10390,5,-70,-0.67,10432.0,1.6027,2,0,62
461340,4,HANARO 글로벌생성형AI액티브,10340,5,-5,-0.05,10364.0,,8665,89,62
416090,4,ACE 중국과창판STAR50,6890,2,50,0.73,6978.0,-16.7884,91,0,62
448510,4,HANARO 글로벌신재생에너지MSCI(합성),8850,5,-60,-0.67,8860.0,-6.6527,11,0,62
140570,2,KBSTAR 수출주,12325,5,-20,-0.16,12306.0,14.5176,6557,80,62
226980,1,KODEX 200 중소형,12315,2,40,0.33,12430.0,4.557,114,1,62
445950,4,KOSEF 차이나A50커넥트인버스MSCI(합성 H),9400,3,0,0.0,9494.0,0.0,0,0,61
461490,7,KBSTAR 글로벌자산배분액티브,10110,5,-15,-0.15,10126.0,,1,0,61
314700,2,HANARO 농업융복합산업,11005,5,-60,-0.54,11022.0,-5.3465,1134,12,61
322410,2,HANARO 고배당,10990,5,-10,-0.09,11023.0,0.5944,195,2,60
227550,2,TIGER 200 산업재,6715,2,50,0.75,6731.0,5.7097,236,1,60
147970,2,TIGER 모멘텀,25165,2,115,0.46,25281.0,7.603,1007,25,60
266390,2,KODEX 경기소비재,8615,5,-70,-0.81,8658.0,-5.9047,107,0,60
419650,4,ARIRANG 글로벌수소&차세대연료전지MV,6685,5,-85,-1.26,6706.0,-0.951,2574,17,60
333970,2,ARIRANG KS밸류가중TR,15005,5,-30,-0.2,15043.0,3.0853,105,1,60
381570,2,HANARO Fn친환경에너지,9930,5,-95,-0.95,9911.0,6.8193,367,3,60
277640,2,TIGER 코스피대형주,13220,5,-55,-0.41,13242.0,7.3421,3,0,59
251590,2,ARIRANG 고배당저변동50,10790,2,135,1.27,10823.0,-0.4671,126,1,59
391670,1,HK 베스트일레븐액티브,8465,5,-20,-0.24,8486.0,12.7574,12,0,59
105010,4,TIGER 라틴35,4230,5,-60,-1.4,4235.0,12.1861,1112,4,59
226380,2,ACE Fn성장소비주도주,5915,2,10,0.17,5934.0,-5.8214,21,0,59
437550,7,히어로즈 글로벌리츠이지스액티브,9055,3,0,0.0,9142.0,0.0552,0,0,59
429990,7,SOL 한국형글로벌플랫폼&메타버스액티브,11275,5,-90,-0.79,11414.0,12.2469,392,4,59
281990,2,KBSTAR 중소형고배당,11705,2,45,0.39,11712.0,8.921,322,3,59
447430,2,ACE 주주환원가치주액티브,10455,5,-35,-0.33,10465.0,2.8935,23,0,58
436180,2,ARIRANG K-유니콘투자기업액티브,9565,2,10,0.1,9606.0,-2.0503,105,1,57
244670,2,KODEX 밸류Plus,8145,5,-40,-0.49,8229.0,-0.4258,2,0,57
278620,6,ARIRANG 단기채권액티브,109240,2,10,0.01,109241.0,0.5338,624,68,57
407160,2,MASTER 테크미디어텔레콤액티브,8730,5,-70,-0.8,8727.0,9.5208,144,1,57
295020,6,KBSTAR 국채선물10년인버스,55460,2,340,0.62,55492.0,3.6772,1,0,57
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),10865,3,0,0.0,11032.0,-6.1745,0,0,56
419170,4,HANARO 미국메타버스iSelect,11250,2,45,0.4,11392.0,20.5486,46,0,56
285000,2,KBSTAR 200IT,14690,5,-50,-0.34,14731.0,9.9179,3,0,56
299070,6,ACE 국채선물10년인버스,111650,3,0,0.0,112291.0,4.0492,0,0,56
433980,7,KODEX TDF2040액티브,11150,5,-35,-0.31,11154.0,2.0063,480,5,56
261140,2,TIGER 우선주,11595,5,-20,-0.17,11621.0,-1.191,562,6,56
285010,2,KBSTAR 200중공업,12615,2,50,0.4,12624.0,26.0913,8686,109,56
333940,2,ARIRANG KS로우볼가중TR,12190,5,-5,-0.04,12221.0,1.7946,105,1,55
205720,4,ACE 일본TOPIX인버스(합성 H),3225,2,35,1.1,3234.0,-13.0791,5957,19,55
256450,4,ARIRANG 심천차이넥스트(합성),9125,3,0,0.0,9241.0,-11.3648,0,0,55
440910,4,WOORI 미국S&P우주항공&디펜스,10935,2,60,0.55,10975.0,5.0217,214,2,55
444490,4,WOORI 미국S&P500,10875,5,-70,-0.64,11015.0,7.1988,1403,15,54
442570,7,KBSTAR TDF2050액티브,10770,5,-60,-0.55,10843.0,3.5868,1319,14,54
139290,2,TIGER 200 경기소비재,14945,5,-255,-1.68,14946.0,0.1317,805,12,54
442560,7,KBSTAR TDF2040액티브,10760,2,30,0.28,10784.0,2.7777,725,7,54
299080,6,ACE 국채선물3년인버스,107560,3,0,0.0,107697.0,2.0977,0,0,54
261920,4,ACE 필리핀MSCI(합성),13395,2,105,0.79,13313.0,-2.8154,40,0,54
238670,7,ARIRANG 스마트베타Quality채권혼합,10685,5,-10,-0.09,10706.0,0.5641,103,1,53
315270,2,TIGER 200커뮤니케이션서비스,17775,5,-260,-1.44,17740.0,-1.6524,192,3,53
442550,7,KBSTAR TDF2030액티브,10640,2,40,0.38,10654.0,1.8251,641,6,53
252650,1,KODEX 200동일가중,10605,3,0,0.0,10642.0,2.9611,4,0,53
394340,4,KOSEF 릭소글로벌디지털경제MSCI,8730,2,10,0.11,8777.0,10.9414,99,0,52
174350,2,TIGER 로우볼,10460,5,-60,-0.57,10501.0,-2.5385,174,1,52
284990,2,KBSTAR 200에너지화학,10890,2,5,0.05,10890.0,2.7856,639,6,52
140580,2,KBSTAR 우량업종,10360,5,-70,-0.67,10420.0,3.6264,3,0,52
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),10250,2,40,0.39,10270.0,-2.4833,162,1,51
295000,6,KBSTAR 국채선물10년,50000,5,-265,-0.53,49995.0,-2.4833,7,0,51
334690,5,KBSTAR 팔라듐선물(H),6775,5,-100,-1.45,6760.0,-16.0562,1695,11,51
157500,2,TIGER 증권,3890,5,-35,-0.89,3907.0,5.087,41314,160,51
275300,2,KODEX MSCI퀄리티,8415,2,15,0.18,8386.0,4.7381,5,0,50
371870,4,ACE 차이나항셍테크,6275,5,-25,-0.4,6318.0,11.3074,793,4,50
432850,4,HANARO 글로벌백신치료제MSCI,10040,3,0,0.0,10003.0,-6.7868,0,0,50
215620,2,HK S&P코리아로우볼,11135,5,-85,-0.76,11232.0,-2.3074,2,0,50
333980,2,ARIRANG KS퀄리티가중TR,14310,5,-35,-0.24,14348.0,6.8528,105,1,50
291890,4,KODEX MSCI EM선물(H),8340,2,75,0.91,8200.0,7.1289,23,0,50
428510,4,KODEX 차이나메타버스액티브,10005,3,0,0.0,10132.0,6.4361,2,0,50
368200,2,KBSTAR Fn K-뉴딜디지털플러스,9975,5,-125,-1.24,9969.0,7.8483,25,0,50
397420,6,KBSTAR 국채선물5년추종,47990,5,-10,-0.02,47911.0,-1.2143,1,0,49
298340,6,ARIRANG 국채선물3년,52970,3,0,0.0,52951.0,-0.5539,0,0,49
285020,2,KBSTAR 200철강소재,10110,5,-55,-0.54,10127.0,17.1757,18636,188,49
295820,1,ARIRANG 200동일가중,9690,2,25,0.26,9719.0,2.0591,105,1,48
442580,4,ARIRANG 글로벌D램반도체iSelect,13685,5,-55,-0.4,13776.0,19.2708,1406,19,48
243890,2,TIGER 200에너지화학레버리지,11775,5,-85,-0.72,11725.0,4.5394,1437,16,47
306530,3,HANARO 코스닥150선물레버리지,13700,5,-330,-2.35,13694.0,38.7734,104,1,47
321410,7,KODEX 멀티에셋하이인컴(H),9270,5,-85,-0.91,9300.0,1.9063,2,0,46
391680,1,HK 하이볼액티브,8415,5,-75,-0.88,8430.0,8.2908,2,0,46
307520,2,TIGER 지주회사,9245,2,255,2.84,9224.0,-2.8109,19584,178,46
292340,3,마이티 200커버드콜ATM레버리지,7655,3,0,0.0,7670.0,7.5895,0,0,46
429870,7,히어로즈 리츠이지스액티브,7065,5,-35,-0.49,7087.0,2.6456,4,0,46
306520,3,HANARO 200선물인버스,10170,2,60,0.59,10165.0,-6.8203,11,0,46
220130,4,SOL 차이나강소기업CSI500(합성 H),4790,5,-10,-0.21,4824.0,-4.0,784,3,43
275750,3,KBSTAR 코스닥150선물인버스,3590,2,30,0.84,3594.0,-17.3055,16643,59,43
407300,2,HANARO Fn골프테마,6510,5,-45,-0.69,6578.0,4.5454,12,0,42
244660,2,KODEX 퀄리티Plus,8130,2,10,0.12,8137.0,-0.7942,22,0,41
291620,3,KOSEF 코스닥150선물인버스,6215,2,45,0.73,6235.0,-17.3477,1298,8,40
429740,7,ARIRANG K리츠Fn,7050,5,-10,-0.14,7056.0,1.3494,479,3,39
301400,1,ARIRANG 코스닥150,15425,5,-220,-1.41,15526.0,18.7025,35,0,39
427110,2,KBSTAR Fn창업투자회사,5840,5,-5,-0.09,5904.0,-7.589,94,0,39
407170,2,MASTER 스마트커머스액티브,6995,5,-5,-0.07,7004.0,-5.6604,130,0,38
098560,2,TIGER 방송통신,6750,5,-65,-0.95,6765.0,-6.6183,177,1,38
301410,3,ARIRANG 코스닥150선물인버스,5375,2,60,1.13,5401.0,-17.6608,3814,20,38
427120,2,KBSTAR Fn플랫폼테마,7065,5,-80,-1.12,7050.0,4.0786,7208,51,37
261060,2,TIGER 코스닥150IT,16285,5,-185,-1.12,16266.0,17.8533,1768,28,36
253240,3,KOSEF 200선물인버스,5685,2,30,0.53,5685.0,-6.837,297,1,36
415920,5,ARIRANG 글로벌희토류전략자원기업MV,7935,5,-80,-1.0,7890.0,-0.1247,254,2,36
227560,2,TIGER 200 생활소비재,7670,2,65,0.85,7675.0,-8.7583,823,6,35
139310,5,TIGER 금속선물(H),5855,5,-95,-1.6,5863.0,-3.4091,223,1,35
284980,2,KBSTAR 200금융,8100,5,-35,-0.43,8144.0,4.3617,207,1,34
280920,2,ARIRANG 주도업종,9395,5,-25,-0.27,9388.0,6.9846,108,1,33
438210,4,ARIRANG 글로벌인공지능산업MV,10925,2,30,0.28,10940.0,16.2133,2113,23,33
145670,3,ACE 인버스,5435,2,30,0.56,5436.0,-6.73,4349,23,33
442320,4,KBSTAR 글로벌원자력iSelect,10850,2,45,0.42,11057.0,11.3917,633,6,33
426330,4,KOSEF 미국ETF산업STOXX,10805,5,-20,-0.18,10863.0,8.7065,14,0,32
287310,2,KBSTAR 200경기소비재,9425,5,-135,-1.41,9402.0,0.3674,3,0,30
391590,4,ACE 미국스팩&IPO INDXX,5965,5,-65,-1.08,5961.0,10.2376,9,0,30
291680,4,KBSTAR 차이나H선물인버스(H),11825,2,50,0.42,11838.0,-5.1551,2217,26,30
267500,6,KBSTAR 미국장기국채선물인버스2X(합성 H),9400,3,0,0.0,9621.0,9.9415,0,0,28
280940,5,KODEX 골드선물인버스(H),6970,2,40,0.58,6995.0,4.054,491,3,28
334700,5,KBSTAR 팔라듐선물인버스(H),5505,2,65,1.19,5573.0,11.9341,47,0,28
266550,2,ARIRANG 중형주저변동50,10845,2,170,1.59,10886.0,4.1463,105,1,27
309210,2,ARIRANG KRX300헬스케어,8310,5,-50,-0.6,8309.0,-1.0066,275,2,27
412560,2,TIGER KRX BBIG K-뉴딜레버리지,2955,5,-40,-1.34,2938.0,-0.1667,4787,14,27
251890,1,ACE 코스닥(합성),13265,5,-95,-0.71,13256.0,11.2869,2,0,27
426410,4,ARIRANG 미국대체투자Top10MV,12455,2,70,0.57,12516.0,10.4817,217,2,25
433880,7,ARIRANG TDF2060액티브,11210,2,10,0.09,11210.0,3.2258,33,0,24
287300,2,KBSTAR 200건설,14455,2,80,0.56,14462.0,11.0896,81,1,23
433860,7,ARIRANG TDF2040액티브,10545,5,-30,-0.28,10657.0,0.4273,203,2,22
252730,2,KBSTAR 모멘텀로우볼,14125,5,-85,-0.6,14142.0,5.5328,3,0,21
252720,2,KBSTAR 모멘텀밸류,14105,5,-115,-0.81,14155.0,8.178,3,0,21
433850,7,ARIRANG TDF2030액티브,10550,5,-5,-0.05,10549.0,1.2955,338,3,21
267450,6,KBSTAR 미국장기국채선물인버스(H),10070,3,0,0.0,10189.0,5.7217,0,0,20
278420,2,ARIRANG ESG우수기업,7880,5,-5,-0.06,7902.0,-0.5048,119,0,20
433870,7,ARIRANG TDF2050액티브,10810,5,-35,-0.32,10922.0,2.9425,100,1,19
315480,2,KBSTAR 200커뮤니케이션서비스,11180,5,-100,-0.89,11109.0,-1.9557,105,1,13
287330,2,KBSTAR 200생활소비재,5795,2,65,1.13,5805.0,-9.0477,704,4,13
287320,2,KBSTAR 200산업재,12390,5,-60,-0.48,12575.0,5.2409,11,0,12
301440,2,ARIRANG 코스피중형주,10685,5,-60,-0.56,10776.0,5.4982,2,0,11
